Sample_Name,Sample_Type,Assay,Assay_Type,ID,rConc,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,soil_type,plot,treatment,block,sample_day,sample_number,sample_type,counts
P3_3,Unknown,IS6100,Test,S05-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,3,water,8.017251291455356e-257
P3_3,Unknown,IS6100,Test,S05-A79,1,23.4123784514408,-1,1,Pass,0.0133288501073477,88.0202326386851,999,1,na,3,WCS,3,T00,3,water,8.00372246850887
P3_1,Unknown,IS6100,Test,S04-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,1,water,8.017251291455356e-257
P3_1,Unknown,IS6100,Test,S04-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,1,water,8.017251291455356e-257
P3_1,Unknown,IS6100,Test,S04-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,1,water,8.017251291455356e-257
P2_6,Unknown,IS6100,Test,S93-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,6,water,8.017251291455356e-257
P2_6,Unknown,IS6100,Test,S93-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,6,water,8.017251291455356e-257
P2_6,Unknown,IS6100,Test,S93-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,6,water,8.017251291455356e-257
P2_4,Unknown,IS6100,Test,S92-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,4,water,8.017251291455356e-257
P2_4,Unknown,IS6100,Test,S92-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,4,water,8.017251291455356e-257
P2_4,Unknown,IS6100,Test,S92-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,4,water,8.017251291455356e-257
P2_2,Unknown,IS6100,Test,S91-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,2,water,8.017251291455356e-257
P2_2,Unknown,IS6100,Test,S91-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,2,water,8.017251291455356e-257
P2_2,Unknown,IS6100,Test,S91-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,2,water,8.017251291455356e-257
P3_6,Unknown,IS6100,Test,S12-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,6,water,8.017251291455356e-257
P3_6,Unknown,IS6100,Test,S12-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,6,water,8.017251291455356e-257
P3_6,Unknown,IS6100,Test,S12-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,6,water,8.017251291455356e-257
P3_4,Unknown,IS6100,Test,S11-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,4,water,8.017251291455356e-257
P3_4,Unknown,IS6100,Test,S11-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,4,water,8.017251291455356e-257
P3_4,Unknown,IS6100,Test,S11-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,4,water,8.017251291455356e-257
P3_2,Unknown,IS6100,Test,S10-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,2,water,8.017251291455356e-257
P3_2,Unknown,IS6100,Test,S10-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,2,water,8.017251291455356e-257
P3_2,Unknown,IS6100,Test,S10-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,3,WCS,3,T00,2,water,8.017251291455356e-257
P2_5,Unknown,IS6100,Test,S87-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,5,water,8.017251291455356e-257
P2_5,Unknown,IS6100,Test,S87-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,5,water,8.017251291455356e-257
P2_5,Unknown,IS6100,Test,S87-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,5,water,8.017251291455356e-257
P2_3,Unknown,IS6100,Test,S86-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,3,water,8.017251291455356e-257
P2_3,Unknown,IS6100,Test,S86-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,3,water,8.017251291455356e-257
P2_3,Unknown,IS6100,Test,S86-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,3,water,8.017251291455356e-257
P2_1,Unknown,IS6100,Test,S85-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,1,water,8.017251291455356e-257
P2_1,Unknown,IS6100,Test,S85-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,2,WCS,2,T00,1,water,8.017251291455356e-257
P2_1,Unknown,IS6100,Test,S85-A79,1,22.1076696725533,-1,1,Pass,0.0133288501073477,88.0673370013416,999,1,na,2,WCS,2,T00,1,water,17.660042644161695
P9_6,Unknown,IS6100,Test,S84-A81,1,19.1880899481198,-1,1,Pass,0.0133288501073477,87.8527618932285,999,1,na,9,WCM,3,T00,6,water,103.77608704698044
P9_6,Unknown,IS6100,Test,S84-A80,1,20.7098584326039,-1,1,Pass,0.0133288501073477,87.7996619622889,999,1,na,9,WCM,3,T00,6,water,41.23039326387961
P9_6,Unknown,IS6100,Test,S84-A79,1,20.1329611064156,-1,1,Pass,0.0133288501073477,87.9817330378212,999,1,na,9,WCM,3,T00,6,water,58.5045535491726
P4_5,Unknown,IS6100,Test,S18-A81,1,20.2461165795753,-1,1,Pass,0.0133288501073477,87.9244277276574,999,1,na,4,WCSM,1,T00,5,water,54.62369793626813
P4_5,Unknown,IS6100,Test,S18-A80,1,19.4448210683779,-1,1,Pass,0.0133288501073477,88.0317267181629,999,1,na,4,WCSM,1,T00,5,water,88.8109579456837
P4_5,Unknown,IS6100,Test,S18-A79,1,20.3743869478788,-1,1,Pass,0.0133288501073477,88.0050262894581,999,1,na,4,WCSM,1,T00,5,water,50.53482962802818
P9_4,Unknown,IS6100,Test,S83-A81,1,20.9912724227531,-1,1,Pass,0.0133288501073477,87.9821311518337,999,1,na,9,WCM,3,T00,4,water,34.76038088041162
P9_4,Unknown,IS6100,Test,S83-A80,1,19.8919385986511,-1,1,Pass,0.0133288501073477,87.9611974109667,999,1,na,9,WCM,3,T00,4,water,67.71459464043896
P9_4,Unknown,IS6100,Test,S83-A79,1,19.8499489660224,-1,1,Pass,0.0133288501073477,88.0201201558019,999,1,na,9,WCM,3,T00,4,water,69.46141424383202
P4_3,Unknown,IS6100,Test,S17-A81,1,20.2844362636191,-1,1,Pass,0.0133288501073477,87.992143808784,999,1,na,4,WCSM,1,T00,3,water,53.368689042370015
P4_3,Unknown,IS6100,Test,S17-A80,1,18.6883272106425,-1,1,Pass,0.0133288501073477,88.0373573180386,999,1,na,4,WCSM,1,T00,3,water,140.52380526134482
P4_3,Unknown,IS6100,Test,S17-A79,1,20.1632141735142,-1,1,Pass,0.0133288501073477,88.1224130522775,999,1,na,4,WCSM,1,T00,3,water,57.44074940230163
P9_2,Unknown,IS6100,Test,S82-A81,1,20.7546081540238,-1,1,Pass,0.0133288501073477,87.8942965194244,999,1,na,9,WCM,3,T00,2,water,40.12629374017255
P9_2,Unknown,IS6100,Test,S82-A80,1,20.1703223997808,-1,1,Pass,0.0133288501073477,88.0229169641296,999,1,na,9,WCM,3,T00,2,water,57.193618697447924
P9_2,Unknown,IS6100,Test,S82-A79,1,22.6459948832774,-1,1,Pass,0.0133288501073477,88.0210927948219,999,1,na,9,WCM,3,T00,2,water,12.740328221995641
P4_1,Unknown,IS6100,Test,S16-A81,1,18.8813580650543,-1,1,Pass,0.0133288501073477,87.9341888659907,999,1,na,4,WCSM,1,T00,1,water,124.99704328549954
P4_1,Unknown,IS6100,Test,S16-A80,1,18.7983333259598,-1,1,Pass,0.0133288501073477,88.0690731127327,999,1,na,4,WCSM,1,T00,1,water,131.45314042646666
P4_1,Unknown,IS6100,Test,S16-A79,1,19.4640183235233,-1,1,Pass,0.0133288501073477,88.0119884618816,999,1,na,4,WCSM,1,T00,1,water,87.78279755740002
P1_6,Unknown,IS6100,Test,S81-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,6,water,8.017251291455356e-257
P1_6,Unknown,IS6100,Test,S81-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,6,water,8.017251291455356e-257
P1_6,Unknown,IS6100,Test,S81-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,6,water,8.017251291455356e-257
P1_4,Unknown,IS6100,Test,S80-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,4,water,8.017251291455356e-257
P1_4,Unknown,IS6100,Test,S80-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,4,water,8.017251291455356e-257
P1_4,Unknown,IS6100,Test,S80-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,4,water,8.017251291455356e-257
P1_2,Unknown,IS6100,Test,S79-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,2,water,8.017251291455356e-257
P1_2,Unknown,IS6100,Test,S79-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,2,water,8.017251291455356e-257
P1_2,Unknown,IS6100,Test,S79-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,2,water,8.017251291455356e-257
P9_5,Unknown,IS6100,Test,S78-A81,1,20.3895376134792,-1,1,Pass,0.0133288501073477,87.8805311666135,999,1,na,9,WCM,3,T00,5,water,50.07254466566817
P9_5,Unknown,IS6100,Test,S78-A80,1,20.136316061212,-1,1,Pass,0.0133288501073477,88.0199841275089,999,1,na,9,WCM,3,T00,5,water,58.385616869411244
P9_5,Unknown,IS6100,Test,S78-A79,1,20.743065809179,-1,1,Pass,0.0133288501073477,88.0231510722998,999,1,na,9,WCM,3,T00,5,water,40.408213536477255
P4_6,Unknown,IS6100,Test,S24-A81,1,19.4084062462407,-1,1,Pass,0.0133288501073477,87.9719662388216,999,1,na,4,WCSM,1,T00,6,water,90.79445358417715
P4_6,Unknown,IS6100,Test,S24-A80,1,19.224993285438,-1,1,Pass,0.0133288501073477,88.0310873285386,999,1,na,4,WCSM,1,T00,6,water,101.47892006529955
P4_6,Unknown,IS6100,Test,S24-A79,1,18.9922102116594,-1,1,Pass,0.0133288501073477,88.1179215412971,999,1,na,4,WCSM,1,T00,6,water,116.86862496129771
P9_3,Unknown,IS6100,Test,S77-A81,1,21.0468353103044,-1,1,Pass,0.0133288501073477,88.0237239249012,999,1,na,9,WCM,3,T00,3,water,33.608380274326834
P9_3,Unknown,IS6100,Test,S77-A80,1,20.8611986117784,-1,1,Pass,0.0133288501073477,88.0788549529346,999,1,na,9,WCM,3,T00,3,water,37.61403287313475
P9_3,Unknown,IS6100,Test,S77-A79,1,20.4318579422673,-1,1,Pass,0.0133288501073477,88.0750828900883,999,1,na,9,WCM,3,T00,3,water,48.80352695160588
P4_4,Unknown,IS6100,Test,S23-A81,1,19.5283337060471,-1,1,Pass,0.0133288501073477,88.0949895455838,999,1,na,4,WCSM,1,T00,4,water,84.42417038306006
P4_4,Unknown,IS6100,Test,S23-A80,1,20.9883926090611,-1,1,Pass,0.0133288501073477,88.0974669262689,999,1,na,4,WCSM,1,T00,4,water,34.82115372715758
P4_4,Unknown,IS6100,Test,S23-A79,1,19.3373643050066,-1,1,Pass,0.0133288501073477,88.0490245292833,999,1,na,4,WCSM,1,T00,4,water,94.79248616998125
P9_1,Unknown,IS6100,Test,S76-A81,1,20.8182924591618,-1,1,Pass,0.0133288501073477,88.0396707464264,999,1,na,9,WCM,3,T00,1,water,38.60581073448944
P9_1,Unknown,IS6100,Test,S76-A80,1,21.0493080901318,-1,1,Pass,0.0133288501073477,88.0591980225365,999,1,na,9,WCM,3,T00,1,water,33.55800833620034
P9_1,Unknown,IS6100,Test,S76-A79,1,20.4593881356006,-1,1,Pass,0.0133288501073477,87.9077545152781,999,1,na,9,WCM,3,T00,1,water,47.995323566684505
P4_2,Unknown,IS6100,Test,S22-A81,1,19.3748477124725,-1,1,Pass,0.0133288501073477,88.0687598963685,999,1,na,4,WCSM,1,T00,2,water,92.66156937548067
P4_2,Unknown,IS6100,Test,S22-A80,1,19.1353584736649,-1,1,Pass,0.0133288501073477,88.0671817814287,999,1,na,4,WCSM,1,T00,2,water,107.14905754416355
P4_2,Unknown,IS6100,Test,S22-A79,1,19.3619266625927,-1,1,Pass,0.0133288501073477,88.0197768565117,999,1,na,4,WCSM,1,T00,2,water,93.39066040493424
P1_5,Unknown,IS6100,Test,S75-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,5,water,8.017251291455356e-257
P1_5,Unknown,IS6100,Test,S75-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,5,water,8.017251291455356e-257
P1_5,Unknown,IS6100,Test,S75-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,5,water,8.017251291455356e-257
P1_3,Unknown,IS6100,Test,S74-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,3,water,8.017251291455356e-257
P1_3,Unknown,IS6100,Test,S74-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,3,water,8.017251291455356e-257
P1_3,Unknown,IS6100,Test,S74-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,3,water,8.017251291455356e-257
P1_1,Unknown,IS6100,Test,S73-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,1,water,8.017251291455356e-257
P1_1,Unknown,IS6100,Test,S73-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,1,water,8.017251291455356e-257
P1_1,Unknown,IS6100,Test,S73-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,1,WCS,1,T00,1,water,8.017251291455356e-257
P8_6,Unknown,IS6100,Test,S72-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,6,water,8.017251291455356e-257
P8_6,Unknown,IS6100,Test,S72-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,6,water,8.017251291455356e-257
P8_6,Unknown,IS6100,Test,S72-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,6,water,8.017251291455356e-257
P5_5,Unknown,IS6100,Test,S30-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,5,water,8.017251291455356e-257
P5_5,Unknown,IS6100,Test,S30-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,5,water,8.017251291455356e-257
P5_5,Unknown,IS6100,Test,S30-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,5,water,8.017251291455356e-257
P8_4,Unknown,IS6100,Test,S71-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,4,water,8.017251291455356e-257
P8_4,Unknown,IS6100,Test,S71-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,4,water,8.017251291455356e-257
P8_4,Unknown,IS6100,Test,S71-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,4,water,8.017251291455356e-257
P5_3,Unknown,IS6100,Test,S29-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,3,water,8.017251291455356e-257
P5_3,Unknown,IS6100,Test,S29-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,3,water,8.017251291455356e-257
P5_3,Unknown,IS6100,Test,S29-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,3,water,8.017251291455356e-257
P8_2,Unknown,IS6100,Test,S70-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,2,water,8.017251291455356e-257
P8_2,Unknown,IS6100,Test,S70-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,2,water,8.017251291455356e-257
P8_2,Unknown,IS6100,Test,S70-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,2,water,8.017251291455356e-257
P5_1,Unknown,IS6100,Test,S28-A81,1,24.4513672483404,-1,1,Pass,0.0133288501073477,87.9873719443126,999,1,na,5,WCSM,2,T00,1,water,4.261779426500651
P5_1,Unknown,IS6100,Test,S28-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,1,water,8.017251291455356e-257
P5_1,Unknown,IS6100,Test,S28-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,1,water,8.017251291455356e-257
P8_5,Unknown,IS6100,Test,S66-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,5,water,8.017251291455356e-257
P8_5,Unknown,IS6100,Test,S66-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,5,water,8.017251291455356e-257
P8_5,Unknown,IS6100,Test,S66-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,5,water,8.017251291455356e-257
P5_6,Unknown,IS6100,Test,S36-A81,1,22.7205185491284,-1,1,Pass,0.0133288501073477,87.9297378922089,999,1,na,5,WCSM,2,T00,6,water,12.17723901834931
P5_6,Unknown,IS6100,Test,S36-A80,1,23.0570368650575,-1,1,Pass,0.0133288501073477,87.982559373937,999,1,na,5,WCSM,2,T00,6,water,9.928867953421024
P5_6,Unknown,IS6100,Test,S36-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,6,water,8.017251291455356e-257
P8_3,Unknown,IS6100,Test,S65-A81,1,22.1394976763003,-1,1,Pass,0.0133288501073477,87.9137655580913,999,1,na,8,WCM,2,T00,3,water,17.322369162912963
P8_3,Unknown,IS6100,Test,S65-A80,1,21.4316266244651,-1,1,Pass,0.0133288501073477,87.9620232053381,999,1,na,8,WCM,2,T00,3,water,26.61226994535911
P8_3,Unknown,IS6100,Test,S65-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,3,water,8.017251291455356e-257
P5_4,Unknown,IS6100,Test,S35-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,4,water,8.017251291455356e-257
P5_4,Unknown,IS6100,Test,S35-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,4,water,8.017251291455356e-257
P5_4,Unknown,IS6100,Test,S35-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,4,water,8.017251291455356e-257
P8_1,Unknown,IS6100,Test,S64-A81,1,23.1342305112696,-1,1,Pass,0.0133288501073477,87.7866535461419,999,1,na,8,WCM,2,T00,1,water,9.474680969347991
P8_1,Unknown,IS6100,Test,S64-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,8,WCM,2,T00,1,water,8.017251291455356e-257
P8_1,Unknown,IS6100,Test,S64-A79,1,23.0140981844377,-1,1,Pass,0.0133288501073477,87.9852598556176,999,1,na,8,WCM,2,T00,1,water,10.190865768976906
P5_2,Unknown,IS6100,Test,S34-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,2,water,8.017251291455356e-257
P5_2,Unknown,IS6100,Test,S34-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,2,water,8.017251291455356e-257
P5_2,Unknown,IS6100,Test,S34-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,5,WCSM,2,T00,2,water,8.017251291455356e-257
P7_6,Unknown,IS6100,Test,S60-A81,1,22.7520346217587,-1,1,Pass,0.0133288501073477,87.8778868627692,999,1,na,7,WCM,1,T00,6,water,11.946661115706695
P7_6,Unknown,IS6100,Test,S60-A80,1,21.4194449342981,-1,1,Pass,0.0133288501073477,87.8917199917108,999,1,na,7,WCM,1,T00,6,water,26.80963772773723
P7_6,Unknown,IS6100,Test,S60-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,6,water,8.017251291455356e-257
P6_5,Unknown,IS6100,Test,S42-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,5,water,8.017251291455356e-257
P6_5,Unknown,IS6100,Test,S42-A80,1,25.1672339188009,-1,1,Pass,0.0133288501073477,87.9143592944465,999,1,na,6,WCSM,3,T00,5,water,2.760641742949211
P6_5,Unknown,IS6100,Test,S42-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,5,water,8.017251291455356e-257
P7_4,Unknown,IS6100,Test,S59-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,4,water,8.017251291455356e-257
P7_4,Unknown,IS6100,Test,S59-A80,1,21.186706995389,-1,1,Pass,0.0133288501073477,87.8942224867481,999,1,na,7,WCM,1,T00,4,water,30.874586730289177
P7_4,Unknown,IS6100,Test,S59-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,4,water,8.017251291455356e-257
P6_3,Unknown,IS6100,Test,S41-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,3,water,8.017251291455356e-257
P6_3,Unknown,IS6100,Test,S41-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,3,water,8.017251291455356e-257
P6_3,Unknown,IS6100,Test,S41-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,3,water,8.017251291455356e-257
P7_2,Unknown,IS6100,Test,S58-A81,1,22.9995634139949,-1,1,Pass,0.0133288501073477,87.9090347202948,999,1,na,7,WCM,1,T00,2,water,10.281109367559596
P7_2,Unknown,IS6100,Test,S58-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,2,water,8.017251291455356e-257
P7_2,Unknown,IS6100,Test,S58-A79,1,23.0578171206855,-1,1,Pass,0.0133288501073477,87.9048435388167,999,1,na,7,WCM,1,T00,2,water,9.924169930094964
P6_1,Unknown,IS6100,Test,S40-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,1,water,8.017251291455356e-257
P6_1,Unknown,IS6100,Test,S40-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,1,water,8.017251291455356e-257
P6_1,Unknown,IS6100,Test,S40-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,1,water,8.017251291455356e-257
P7_5,Unknown,IS6100,Test,S54-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,5,water,8.017251291455356e-257
P7_5,Unknown,IS6100,Test,S54-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,5,water,8.017251291455356e-257
P7_5,Unknown,IS6100,Test,S54-A79,1,25.6290763822604,-1,1,Pass,0.0133288501073477,87.8059094120534,999,1,na,7,WCM,1,T00,5,water,2.0861560253359217
P6_6,Unknown,IS6100,Test,S48-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,6,water,8.017251291455356e-257
P6_6,Unknown,IS6100,Test,S48-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,6,water,8.017251291455356e-257
P6_6,Unknown,IS6100,Test,S48-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,6,water,8.017251291455356e-257
P7_3,Unknown,IS6100,Test,S53-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,7,WCM,1,T00,3,water,8.017251291455356e-257
P7_3,Unknown,IS6100,Test,S53-A80,1,21.1989510852556,-1,1,Pass,0.0133288501073477,87.6853535081148,999,1,na,7,WCM,1,T00,3,water,30.64613354416625
P7_3,Unknown,IS6100,Test,S53-A79,1,20.9838555073704,-1,1,Pass,0.0133288501073477,87.8279237554724,999,1,na,7,WCM,1,T00,3,water,34.91711603919558
P6_4,Unknown,IS6100,Test,S47-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,4,water,8.017251291455356e-257
P6_4,Unknown,IS6100,Test,S47-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,4,water,8.017251291455356e-257
P6_4,Unknown,IS6100,Test,S47-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,4,water,8.017251291455356e-257
P7_1,Unknown,IS6100,Test,S52-A81,1,24.0398236148462,-1,1,Pass,0.0133288501073477,87.9363188077893,999,1,na,7,WCM,1,T00,1,water,5.470210016793417
P7_1,Unknown,IS6100,Test,S52-A80,1,23.3383980572705,-1,1,Pass,0.0133288501073477,87.923184643608,999,1,na,7,WCM,1,T00,1,water,8.371064588192425
P7_1,Unknown,IS6100,Test,S52-A79,1,23.0555488106076,-1,1,Pass,0.0133288501073477,87.9465251804815,999,1,na,7,WCM,1,T00,1,water,9.937833894141713
P6_2,Unknown,IS6100,Test,S46-A81,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,2,water,8.017251291455356e-257
P6_2,Unknown,IS6100,Test,S46-A80,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,2,water,8.017251291455356e-257
P6_2,Unknown,IS6100,Test,S46-A79,1,999,-1,0,Flag,0.0133288501073477,999,999,0,na,6,WCSM,3,T00,2,water,8.017251291455356e-257
P2_5,Unknown,erm(C),Test,S06-A19,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,5,water,1.7908298569661526e-246
P2_5,Unknown,erm(C),Test,S06-A20,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,5,water,1.7908298569661526e-246
P2_5,Unknown,erm(C),Test,S06-A21,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,5,water,1.7908298569661526e-246
P2_3,Unknown,erm(C),Test,S05-A19,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,3,water,1.7908298569661526e-246
P2_3,Unknown,erm(C),Test,S05-A20,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,3,water,1.7908298569661526e-246
P2_3,Unknown,erm(C),Test,S05-A21,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,3,water,1.7908298569661526e-246
P2_1,Unknown,erm(C),Test,S04-A19,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,1,water,1.7908298569661526e-246
P2_1,Unknown,erm(C),Test,S04-A20,1,999,-1,0,Flag,0.00630902898206494,999,999,0,na,2,WCS,2,T00,1,water,1.7908298569661526e-246
